tweet,label,tweet_asli
berharap saya ke dokter dikasih salep buat yang lebam lebam birueeh bahkan dkshnya obat nyeri tabletvitamin padahal tensi darah saya normal saja salep mah tidak dikasih sama dokternya,sad,Berharap aku ke dokter dksh salep bwt yg lebam2 biru..eehhh malah dkshnya obat nyeri tablet+vitamin  pdhl tensi darah aku normal 110/70..ttp aja salep mah gak dksh sm dokternya 
tetap semangat iya kak hani semoga papamu dapat karmanya secepatnya tetap rajin solat mengaji dan juga berdoa selagi bulan ramadhan orang seperti kakak pasti doanya bakal secepatnya di kabulin sama allah amin yaallah username,sad,"""tetep semangat yaaa kak hani, semoga papamu dapet karmanya secepatnya. tetep rajin solat, ngaji, dan jga berdoa, mumpung bulan ramadhan, orang seperti kka psti doanya bakal secepatnya di kabulin sama allah, Aamiin yaallah [USERNAME]"""
iya allah saya ketularan orang orang sini genre musik a mirip giniehh tapi lucu juga sih lagunya terutama dibagian memang lagi manjah lagi ingin di manjah,happy,"""Ya allah aku ketularan orang2 sini Genre musik a kek giniEhh tp lucu jg sih lagunya terutama dibagian """" Emang lagi manjahhh. Lagi pingin di manjahhh. """
seperti katak dalam tempurung kepercayaan tinggi terhadap hegemoni ilmu sains dan teknologi sebagai solusi pragmatis apolitis dari beragam permasalahan di indonesia adalah suatu bentuk dogma sila google scientism sila google arogansi alumni itb eh,sad,"""Seperti katak dalam tempurung, kepercayaan tinggi terhadap hegemoni ilmu sains dan teknologi sebagai solusi pragmatis apolitis dari beragam permasalahan di Indonesia, adalah suatu bentuk dogma Sila google 'scientism' Sila google 'arogansi alumni ITB' Eh"""
ingin di pijit sekali rasanya sakit semua kaki ini,sad,pengen di pijit sekali rasanya sakit semua kaki ini :(
tapi pokoknya tetap jadi abang yang baik iya walaupun dingin galak begitu tapi dalam hati pasti sayang sekali tuh sama saya pokoknya intinya happy birthday sama saudara laki-laki,happy,"""tapiii, pokonya ttp jd abang yg baik ya!!! walaupun dingin jutek gt tp dalem hati pasti sayang bgt tuh sama gue . pokonya intinya HBDDDDD ma brooo"""
rencana mau roadtrip sama ibu uci dan ketemu kailani johnson tapi akhirnya tidak jadi berdua sepupunya bahkan nimbrung juga di film ini dikasih pemandangan indah dari rotejakarta sampai banyuwangi yang main jadi sama lucu sekali mirip sherina waktu kecil url,happy,"""rencana mau roadtrip sama ibu uci dan ketemu kailani johnson tapi akhirnya gajadi berdua, sepupunya malah nimbrung juga. di film ini dikasih pemandangan indah dari rote-jakarta sampe banyuwangi. yg main jadi sam lucu banget mirip sherina waktu kecil. [URL]"""
namanya orangtua iya memang wajib kan bayarin anaknya sekolah jadi tidak ada itu yang namanya buang buang duit semua yang sudah dilakuin sama kita baik benar apa tidak itu tidak bakal sia sia tidak perlu takut gagal tidak perlu mikir buruk justru yang sia sia itu dengan kalian ngejudge orglain mirip begini,anger,"""namanya orangtua ya emang wajib kan bayarin anaknya sekolah ? jadi gada tu yang namanya buang2 duit !! semua yang udah dilakuin sama kita baik bener apa gak itu gabakal sia sia ! gausah takut gagal, gausah mikir buruk. justru yg sia sia tu dg kalian ngejudge orglain kyk gini"""
lul dasar dinda saya tadi lihat chatnya astaghfirullah kalau saya pas mau buka sudah degdegan waswas mengapai pagi pagi kirim chat sebanyak itu,fear,"""Wkwk lul dasar dinda, aku td liat chatnya astaghfirullah kalo aku pas mau buka udah degdegan waswas ngapain pagi2 kirim chat sebanyak itu"""
saya bisa merasai kok ekspresi kamu waktu saya mau beli toner kamu takut wajah saya tambah parah iya padahal saya sudah merasa lebih baik sekali sejak pakai skincare,fear,Aku bisa ngerasain kok ekspresi kamu waktu aku mau beli toner. Kamu takut wajah aku tambah parah ya? Padahal aku udah ngerasa mendingan banget sejak pake skincare.
pagi ini olah raga jalan sehat santai dan senam ringan ii jelambar didampingi asn dan di rptra kalijodo sambil berolah raga dan rekreasi menikmati suasana taman bersama anakanak yang ada ditaman lanjut usia sehat yes url,happy,"""Pagi ini olah raga jalan sehat, santai dan senam ringan, WBS PSTW BM II Jelambar didampingi ASN dan PJLP di RPTRA Kalijodo sambil berolah raga dan rekreasi menikmati suasana taman bersama anak-anak yang ada ditaman. Lansia.. sehat ......yes.... [URL]"""
username kan benar mas di fisip tidak ada pembekalan bagaimana skripsi itu atau minimal dapat motivasi rohani sebelum menghadapi skripsi,sad,"""[USERNAME] Kan bener mas, di fisip ga ada pembekalan bagaimana skripsi itu atau minimal dapet motivasi rohani sblm menghadapi skripsi wkwk."""
kita gakseperti anda mbak yang hobi carmuk sok pahlawan kebengenan serah sudah serah akan ada masanya anda jatuh ketahuan semua keburukan anda yang sebenarnya dan saya tidak mau mengurusi urusan anda biar tuhan yang berkehendak kapan anda akan menerima balasannya,anger,"""Kita gak.seperti anda mbak yg hobi carmuk sok pahlawan kebengenan. Serah dah serah, akan ada masanya anda jatuh ketauan smua keburukan anda yang sebenarnya. Dan saya tdk mau ngurusin urusan anda, biar Tuhan yang berkehendak kapan anda akan menerima balasannya"""
ketidak mampuan saya untuk tidak menangis dan memikirkan itu sulit sesulit menenangkan hati ini,happy,Ketidak mampuan aku untuk tidak menangis dan memikirkan itu sulit.. sesulit menenangkan hati ini..
bagaimana mungkin perbuatan dan katakata kotor menjadikan hatimu bersih dan bagaimana mungkin katakata kotor keluar dari hati yang jernih allamah thabathabai,sad,Bagaimana mungkin perbuatan dan kata-kata kotor menjadikan hatimu bersih. Dan bagaimana mungkin kata-kata kotor keluar dari hati yang jernih? [Allamah Thabathabai]
hanya bedanya sih memang adik saya suka begitu sama bau bau kesehatan jadi memang masih agak niat lah lah saya memang asal saja daptar daptar mana saja maklum lah pas itu masih takut kalau tidak kuliah tapi berasa sih kuliah di tempat yang bukan passion kesan iya mirip budak nilai,fear,"""Cuman bedanya si emang adek gue suka gt sama bau2 kesehatan jd emang masih agak niat lah. Lah gue emang asal aje daptar2 mana aja maklum lah pas itu masih takut kalau ga kuliah, tp berasa si kuliah di tmpt yg bukan passion. Kesan nya kayak budak nilai."""
semilir angin sore tidak ada deru berisik kota hanya ada ruang di antara senduro di sudut surya kencana url,happy,"""Semilir angin sore, tidak ada deru berisik kota, hanya ada ruang di antara senduro, di sudut Surya Kencana. . #CatatanPerjalanan #SuryaKencana #GunungGede [URL]"""
dul era jokowi jauh lebih baik dari pada rezim surabaya tahu menteri korupsi semua tidak percaya adakan pembuktian terbalik surabaya juga korupsi,anger,DUL ERA JOKOWI JAUH LEBIH BAIK DARI PADA REZIM SBY 10 TH MENTERI KORUP SEMUA. GAK PERCAYA. ADAKAN PEMBUKTIAN TERBALIK. SBY JUGA KORUPSI.
hari pertama tanpamu saya benar benar merasakan kesepian minggu pertama mulai kangen bulan pertama mulai timbul rasa keingin memiliki lagi di kangen kamu,sad,"""'Hari pertama tanpamu aku benar2 merasakan kesepian. .Minggu pertama mulai kangen. ..Bulan pertama mulai timbul rasa keingin memiliki (lagi) :D Kangen kamu,"""
tiap malam mirip begini saya selalu resah tentang semuanya yang telah terjadi dan apa yang akan terjadi esok malam ini saya resah karena berita yang muncul tanggal kemarin,fear,"""Tiap malem kayak gini aku sllu resah, tentang semuanya yg telah terjadi dan apa yg akan terjadi esok. 2 malam ini aku resah karna berita yg muncul tgl 25 kemaren."""
makanya kalau niat kenal baik di balas dengan niat baik lah kalau di cuekin iya cuekin balik lagi memang saya rugi kehilangan kamu aduh kamu salah orang broo,anger,Makanya klw niat knl baik di bls dgn niat baik ?? Lah klw di cuekin y cuekin balik lagi emng gw rugi kehilangan loe hadeh loe salah orang broo
hahaha memang benar sih kamu maksiat terus,happy,hahaha memang benar si kamu maksiat terus :p
username akunku sudah dihapus ingin main lagi nanti deh kalau sudah bisa memperhatikan perintilan lain selain kuliah anaknya munetan lihat notif grup bertumpuk sedikit saja harus dibuka makanya lebih baik leave sekalian kok curhat,sad,"""[USERNAME] akunku sudah dihapus.... pengen main lagi!! nanti deh kalo udah bisa merhatiin perintilan lain selain kuliah ((anaknya munetan, liat notif grup numpuk dikit aja kudu dibuka. makanya mending leave sekalian)) ((kok curhat))"""
sumpah saya jijik dengar lagu a aisyah kujatuh cinta cantik hari ini saya cantik kita goyang dua jari ah url,anger,"""sumpah gue jijik denger lagu aaaaaaa aisyah kujatuh cinta, syantik hari ini aku syantik, kita goyang dua jari. Aaah [URL]"""
mendekati jam malam gravitasi kasur sangat besar tapi mengapa grup angkatan ini kalau jam segitu baru mulai membahas topik ujiannya yang lebih kompleks dari topik saat malam harinya well,sad,"""Mendekati jam 12 malam gravitasi kasur sangat besar, tapi mengapa grup angkatan ni kalau jam segitu baru mulai membahas topik ujiannya yang lebih kompleks dari topik saat malam harinya.. Well"""
makin jarang kutemui rapper macam om eminem yang kritis nan epic sama nyinyir juga sih beda tipis atau seperti almarhum tupac yang bikin album macam bikin buku sejarah atau macam om ice cube yang sepaket jadi aktor pun bisa,sad,"""Makin jarang kutemui rapper macam om Eminem yg kritis nan epic (sama nyinyir jg sih, beda tipis). Atau seperti alm. Tupac yg bikin album macem bikin buku sejarah Atau macam om Ice Cube yg sepaket, jadi aktor pun bisa~"""
sampai kemarin lihat di timeline ada bapak bapak eskrim kesana juga buat mengasih eskrim ke penyelamat iya pokoknya buat yang ada di sana begitu url,happy,Sampe kemaren liat di timeline ada bapak bapak eskrim kesana juga buat ngasih eskrim ke penyelamat yaa pokoknya buat yang ada di sana gt:') [URL]
username pilih pemimpin yang bahagia menerima kritikanjujur terbukasll bermusyawarahtdk hobby menyerang serta berjiwa besar maka proses mbangun peradaban guna pencapaian terbaik sebuah negara akan mdptkan hasil maksimalin shallah,happy,"""[USERNAME] Pilih pemimpin yg happy mnerima kritikan,jujur terbuka,sll bermusyawarah,tdk hobby menyerang serta berjiwa besar maka proses mbangun peradaban guna pencapaian terbaik sebuah negara akan mdptkan hasil maksimal...In Shaa'Allah..."""
langsung ku block saja iya maaf ini bagi teman teman yang sudah memilih jalan sendiri setidaknya jangan lah mirip begitu kita ada jalan masing masing loh jujur sedih saya lihat alat musik di hancurkan begitu,sad,"""langsung ku block aja ya, maaf ni bagi temen temen yang sudah memilih jalan sendiri setidaknya jangan lah kayak gitu, kita ada jalan masing masing loh, jujur sedih aku liat alat musik di hancurkan gitu."""
budayakan mencari dan membaca sebelum bertanya iya sudah dijelaskan berkali berkali kok selama tidak diaturgaada ketentuan khusus pakai saja,anger,"""Budayakan mencari dan membaca sebelum nanya ya. Udah dijelaskan berkali2 kok. Selama ga diatur/gaada ketentuan khusus, pakai aja"""
pas mau terkapar tiba ingat tugas indonesia ekonomi,sad,pas mau tepar tiba ingat tugas b indo mtk ekonomi -_-
hanya modal walikota solobgmn mungkin bisa menaklukkan belantara jkrtadan disusul bisa menaklukkan nusantaradia sendiriantanpa dukungan taipandan media sosialmustahilkonsekwensidikomando taipan url,anger,"""Hanya modal walikota Solo,bgmn mungkin bs menaklukkan belantara Jkrta.Dan disusul bs menaklukkan Nusantara.Dia sendirian?.Tanpa dukungan TAIPAN,dan media sosial,Mustahil.Konsekwensi:dikomando taipan. [URL]"""
terima kasih mommy jesica atas kepercayaan kepada username untuk treatment selama kehamilan iya semoga sehat dan lancar semua iya mom,happy,Terima kasih mommy Jesica atas kepercayaan kepada [USERNAME] untuk treatment selama kehamilan nya. Semoga sehat dan lancar semua yaa mom
saya kira belum saatnya beliau perlu learning experience dulu lah biar betul matang iya jadi bupatiwali kota gubernur baru capreswapres apalagi usianya masih muda indonesia tidak boleh jadi coba coba url,fear,"""Sy kira belum saatnya, beliau perlu learning experience dulu lah, biar betul matang. Ya jadi bupati/wali kota, gubernur, baru capres/wapres, apalagi usianya masih muda. Indonesia tdk boleh jadi coba2. [URL]"""
beli tong sampah made ini jerman biar bisa setara sama negara negara eropaapa hubungannyatoh itu cuma sekedar tongsekedar wadahgak mungkin bisa nyetarain bangsa atau masyarakat lewat tong sampah macam begitu,anger,"""Beli tong sampah made in jerman biar bisa setara sama negara2 eropa.apa hubungannya?toh itu cuma sekedar tong,sekedar wadah,gak mungkin bisa nyetarain bangsa ato masyarakat lewat tong sampah macem gitu."""
apa yang akan kamu lakukan jika ada singa masuk ke rumahmu suruh singanya makan kamu biar mati kenak makan singa uh ngeri iya off anonla sama e e,fear,Apa yang akan kamu lakukan jika ada singa masuk ke rumahmu? nyuruh singanya makan kau. biar mati kenak makan singa. uh ngeri ya off anonla m h e h e
ini ke cebong cebong dungu maksud hati ingin cari kesalahan username username lwat pohon plastik bahkan terbongkar semua skandalnya sekali lagi kasihan ahok url,anger,Cc in ke cebong2 dungu... Maksd hati pengen cari kesalahan [USERNAME] [USERNAME] lwat pohon plastik malah kebongkar semua skandalnya.... Sekali lagi kasian Ahok.... #2019GantiPresiden [URL]
lanjut ke kehidupan keluarga ario bayu dikenal juga sebagai komandan tim alpha yang ganteng berkacamata hitam dan viral di medsos itu iya keluarga yang cukup bahagia with a little daddy girl,happy,Next ke kehidupan keluarga Ario Bayu aka komandan Tim Alpha yg ganteng berkacamata hitam dan viral di medsos itu. Ya keluarga yg cukup bahagia with a little daddy girl.
main di brawl langsung saja change memimpin top kill dengan sekaligus memang ini hero hero baru di normal server ini top lah lebih top soalnya hero mage adalah role kesukaan saya selain hero tank sukanya di skill2 iya itu loh buff lagi deh url,happy,"""#MobileLegendsBangBangID Main di BRAWL langsung saja """"CHANG'E"""" memimpin top kill dengan MVP sekaligus emang ini Hero GGWP, Hero baru di normal server ini top lah lebih top soalnya Hero Mage adalah role kesukaan saya selain Hero Tank. Sukanya di skill-2 nya itu loh.. Buff lagi deh [URL]"""
yuhu saya panutanqu username andraphoto bahagia sekali ketemu lagi dilain acara,happy,Yuhuuu w/ panutanqu [USERNAME] andra_photo happy sekaliiii ketemu lagi dilain acara
username username dari klarifikasi ustadz zulkifli sama ali memang hadits hadits tentang hari akhir kebanyakan dhaif terutama yang tentang umur umat islam tapi jangan dianggap remeh kalau saya lebih baik kita bersiap dari sekarang perbanyak amal sholeh ke depan sulit berda,fear,[USERNAME] [USERNAME] Dari klarifikasi Ustadz Zulkifli M. Ali mmg hadits2 ttg hari akhir kebanyakan dhaif terutama yg ttg umur Umat Islam. Tp jng dianggap remeh. Kl sy lbh baik kita bersiap dr skrg. Perbanyak amal sholeh. Smkn ke dpn smkn sulit berda
pas saya sudah punya pacar terus pergi menonton ke bioskop orang lain dih nontonnya sama pacar terus terus tidak mengajak mengajak ini lah situ kalau di ajak tidak pernah bisa ingin rasanya ku sentil amandelnya satu satu,anger,"""Pas w udah punya pacar trus pergi nonton ke bioskop: Orang lain: dih nontonnya sama pacar mulu, trus gak ngajak2 nih. Lah situ kalo di ajak gak pernah bisa *pengen rasanya ku sentil amandelnya satu2 :)"""
username username iya kii tahu saja kamu emak saya mengidam di mengawini sama pmarahan charles tapi sudah keduluan di mengawini sama bapak saya,sad,"""[USERNAME] [USERNAME] Iyaa kii tau aja luu, emak gua ngidam d kawinin ama pmarahan charles, tapi udh keduluan d kawinin ama bapak gua :("""
iya tidak semua sih banyak juga yang serius tapi iya begitu mungkin anda belum ketemu mungkin ketemu tapi karena terlalu lalma kena modus jadi too sensitive dan melewatinya begitu,sad,"""Ya ga semua sih, banyak juga yang serius. Tapi ya gitu mungkin anda belum ketemu, mungkin ketemu tapi karena terlalu lalma kena modus jadi too sensitive dan melewatinya. Gitu"""
haiyaa dagangan kamu olang mirip im isis hati tidak laku a username username username username username username username username username username username username username username username username url,anger,Haiyaa dagangan lu olang kaya IM Isis HTI kagak laku a.. [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] #2019BUBARKANPKS. [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [URL]
